cut,type_pre,type_post,theta,exp_theta
ol_vpn,Mi9,MeVPMe6,2.3025851249694824,10.0
ol_vpn,Mi9,TmY14,0.0,1.0
ol_vpn,Mi9,aMe12,0.0,1.0
ol_vpn,Mi9,aMe5,0.000500077148899436,1.000500202178955
ol_vpn,Tm1,LLPC1,0.0,1.0
ol_vpn,Tm1,LLPC2,0.16799752414226532,1.1829336881637573
ol_vpn,Tm1,MeTu4c,0.0,1.0
ol_vpn,Tm1,MeVP17,0.0,1.0
ol_vpn,Tm1,MeVP26,2.3025851249694824,10.0
ol_vpn,Tm1,MeVP4,0.0,1.0
ol_vpn,Tm1,MeVPMe1,-0.5513471364974976,0.5761731266975403
ol_vpn,Tm1,TmY14,0.0,1.0
ol_vpn,Tm20,LC10a,-0.7616000175476074,0.4669187366962433
ol_vpn,Tm20,LC10b,0.0,1.0
ol_vpn,Tm20,LC10c-1,0.49953633546829224,1.6479569673538208
ol_vpn,Tm20,LC10c-2,-0.4311428368091583,0.6497660875320435
ol_vpn,Tm20,LC10d,0.0,1.0
ol_vpn,Tm20,LC11,0.0,1.0
ol_vpn,Tm20,LC12,0.0,1.0
ol_vpn,Tm20,LC13,0.0,1.0
ol_vpn,Tm20,LC15,0.0,1.0
ol_vpn,Tm20,LC16,-0.5728729963302612,0.5639030337333679
ol_vpn,Tm20,LC20b,-2.3025851249694824,0.10000000149011612
ol_vpn,Tm20,LC24,0.0,1.0
ol_vpn,Tm20,LC25,0.0,1.0
ol_vpn,Tm20,LC26,0.0,1.0
ol_vpn,Tm20,LC27,0.0,1.0
ol_vpn,Tm20,LC28,0.0,1.0
ol_vpn,Tm20,LC30,0.0,1.0
ol_vpn,Tm20,LC31a,2.3025851249694824,10.0
ol_vpn,Tm20,LC31b,-2.3025851249694824,0.10000000149011612
ol_vpn,Tm20,LC37,2.3025851249694824,10.0
ol_vpn,Tm20,LC39b,0.0,1.0
ol_vpn,Tm20,LC4,0.10656800121068954,1.112453579902649
ol_vpn,Tm20,LC6,-0.6255990266799927,0.5349408984184265
ol_vpn,Tm20,LC9,0.0,1.0
ol_vpn,Tm20,LPLC1,-1.4809916019439697,0.22741208970546722
ol_vpn,Tm20,LPLC2,-1.3449733257293701,0.26054665446281433
ol_vpn,Tm20,LPLC4,-0.9225434064865112,0.3975067436695099
ol_vpn,Tm20,LPT54,0.0,1.0
ol_vpn,Tm20,LT51,2.3025851249694824,10.0
ol_vpn,Tm20,LT52,0.0,1.0
ol_vpn,Tm20,LT68,0.0,1.0
ol_vpn,Tm20,LT77,-2.3025851249694824,0.10000000149011612
ol_vpn,Tm20,LT79,0.0,1.0
ol_vpn,Tm20,LT84,2.3025851249694824,10.0
ol_vpn,Tm20,LoVP1,0.0,1.0
ol_vpn,Tm20,LoVP109,2.3025851249694824,10.0
ol_vpn,Tm20,LoVP12,-1.0696526765823364,0.34312766790390015
ol_vpn,Tm20,LoVP14,0.0,1.0
ol_vpn,Tm20,LoVP2,0.0,1.0
ol_vpn,Tm20,LoVP32,0.3585110604763031,1.4311968088150024
ol_vpn,Tm20,LoVP46,0.0,1.0
ol_vpn,Tm20,LoVP5,0.0,1.0
ol_vpn,Tm20,LoVP50,-0.09034126996994019,0.913619339466095
ol_vpn,Tm20,LoVP52,0.0,1.0
ol_vpn,Tm20,LoVP57,0.0,1.0
ol_vpn,Tm20,LoVP6,0.0,1.0
ol_vpn,Tm20,LoVP61,0.0,1.0
ol_vpn,Tm20,LoVP62,0.0,1.0
ol_vpn,Tm20,LoVP7,0.0,1.0
ol_vpn,Tm20,LoVP71,0.0,1.0
ol_vpn,Tm20,LoVP72,0.0,1.0
ol_vpn,Tm20,LoVP85,0.0,1.0
ol_vpn,Tm20,LoVP88,1.3205592632293701,3.7455153465270996
ol_vpn,Tm20,LoVP93,2.3025851249694824,10.0
ol_vpn,Tm20,LoVP_unclear,0.0,1.0
ol_vpn,Tm20,MeTu4a,0.0,1.0
ol_vpn,Tm20,MeTu4c,0.0,1.0
ol_vpn,Tm20,MeTu4d,0.0,1.0
ol_vpn,Tm20,MeTu4f,0.0,1.0
ol_vpn,Tm20,MeVP1,0.0,1.0
ol_vpn,Tm20,MeVP10,0.0,1.0
ol_vpn,Tm20,MeVP11,0.0,1.0
ol_vpn,Tm20,MeVP16,0.0,1.0
ol_vpn,Tm20,MeVP17,2.3025851249694824,10.0
ol_vpn,Tm20,MeVP2,0.0,1.0
ol_vpn,Tm20,MeVP23,0.0,1.0
ol_vpn,Tm20,MeVP3,0.0,1.0
ol_vpn,Tm20,MeVP50,0.44499483704566956,1.560482144355774
ol_vpn,Tm20,MeVP52,0.0,1.0
ol_vpn,Tm20,MeVP6,0.0,1.0
ol_vpn,Tm20,MeVP64,0.0,1.0
ol_vpn,Tm20,MeVP6_unclear,0.0,1.0
ol_vpn,Tm20,MeVPLo1,2.3025851249694824,10.0
ol_vpn,Tm20,MeVPLo2,0.0,1.0
ol_vpn,Tm20,aMe12,0.0,1.0
ol_vpn,Tm2,LC10a,0.0,1.0
ol_vpn,Tm2,LC12,0.0,1.0
ol_vpn,Tm2,LC18,0.0,1.0
ol_vpn,Tm2,LC4,-0.3243483006954193,0.7229983806610107
ol_vpn,Tm2,LLPC1,-0.61483234167099,0.5407315492630005
ol_vpn,Tm2,LPLC1,2.3025851249694824,10.0
ol_vpn,Tm2,LPLC4,-0.9790735244750977,0.37565895915031433
ol_vpn,Tm2,LPT26,0.08584136515855789,1.0896334648132324
ol_vpn,Tm2,LT1a,0.0,1.0
ol_vpn,Tm2,MeVP17,0.0,1.0
ol_vpn,Tm2,MeVP51,1.7214995622634888,5.59290885925293
ol_vpn,Tm2,MeVPMe1,-0.6144903302192688,0.5409165024757385
ol_vpn,Tm2,MeVPMe2,0.0,1.0
ol_vpn,Tm2,Nod3,0.0,1.0
ol_vpn,Tm2,TmY14,0.0,1.0
ol_vpn,Tm4,LC10_unclear,0.0,1.0
ol_vpn,Tm4,LC10a,-0.48249995708465576,0.6172384023666382
ol_vpn,Tm4,LC10b,0.0,1.0
ol_vpn,Tm4,LC10d,-0.6330496668815613,0.53097003698349
ol_vpn,Tm4,LC11,0.0,1.0
ol_vpn,Tm4,LC12,0.0,1.0
ol_vpn,Tm4,LC13,0.0,1.0
ol_vpn,Tm4,LC15,0.0,1.0
ol_vpn,Tm4,LC17,0.0,1.0
ol_vpn,Tm4,LC18,0.0,1.0
ol_vpn,Tm4,LC19,2.3025851249694824,10.0
ol_vpn,Tm4,LC20b,0.0,1.0
ol_vpn,Tm4,LC21,0.0,1.0
ol_vpn,Tm4,LC22,-0.8465956449508667,0.4288724660873413
ol_vpn,Tm4,LC23,-0.8224903345108032,0.43933621048927307
ol_vpn,Tm4,LC28,0.0,1.0
ol_vpn,Tm4,LC29,0.0,1.0
ol_vpn,Tm4,LC31a,0.0,1.0
ol_vpn,Tm4,LC35a,-0.11421041190624237,0.8920702338218689
ol_vpn,Tm4,LC35b,-1.2681399583816528,0.28135445713996887
ol_vpn,Tm4,LC36,2.3025851249694824,10.0
ol_vpn,Tm4,LC39a,2.3025851249694824,10.0
ol_vpn,Tm4,LC39b,2.3025851249694824,10.0
ol_vpn,Tm4,LC4,-0.0662732943892479,0.9358750581741333
ol_vpn,Tm4,LLPC1,0.9185994863510132,2.5057785511016846
ol_vpn,Tm4,LLPC2,-1.2944470643997192,0.2740493416786194
ol_vpn,Tm4,LLPC3,-1.0001418590545654,0.36782729625701904
ol_vpn,Tm4,LLPC_unclear,0.0,1.0
ol_vpn,Tm4,LPC1,2.3025851249694824,10.0
ol_vpn,Tm4,LPC2,0.0,1.0
ol_vpn,Tm4,LPLC1,-1.0461417436599731,0.3512905240058899
ol_vpn,Tm4,LPLC2,-1.2923686504364014,0.27461954951286316
ol_vpn,Tm4,LPLC4,-1.0952728986740112,0.33444830775260925
ol_vpn,Tm4,LPT31,2.3025851249694824,10.0
ol_vpn,Tm4,LT11,0.0,1.0
ol_vpn,Tm4,LT51,2.3025851249694824,10.0
ol_vpn,Tm4,LT52,0.0,1.0
ol_vpn,Tm4,LT62,-1.085660457611084,0.3376787006855011
ol_vpn,Tm4,LT66,-0.9465625286102295,0.3880727291107178
ol_vpn,Tm4,LT74,0.0,1.0
ol_vpn,Tm4,LT77,2.3025851249694824,10.0
ol_vpn,Tm4,LT81,0.0,1.0
ol_vpn,Tm4,LT82a,2.3025851249694824,10.0
ol_vpn,Tm4,LT82b,0.0,1.0
ol_vpn,Tm4,LT83,0.0,1.0
ol_vpn,Tm4,LoVP1,0.0,1.0
ol_vpn,Tm4,LoVP108,0.0,1.0
ol_vpn,Tm4,LoVP18,0.0,1.0
ol_vpn,Tm4,LoVP26,0.0,1.0
ol_vpn,Tm4,LoVP40,0.0,1.0
ol_vpn,Tm4,LoVP50,-0.9032256603240967,0.4052603244781494
ol_vpn,Tm4,LoVP53,-1.6533870697021484,0.19140054285526276
ol_vpn,Tm4,LoVP54,2.3025851249694824,10.0
ol_vpn,Tm4,LoVP58,0.0,1.0
ol_vpn,Tm4,LoVP78,0.0,1.0
ol_vpn,Tm4,LoVP92,-1.8272736072540283,0.16085150837898254
ol_vpn,Tm4,LoVP93,2.3025851249694824,10.0
ol_vpn,Tm4,MeVP10,0.0,1.0
ol_vpn,Tm4,MeVP24,-1.5828402042388916,0.20539093017578125
ol_vpn,Tm4,MeVP28,-0.9670796394348145,0.38019171357154846
ol_vpn,Tm4,MeVP29,0.0708688497543335,1.073440432548523
ol_vpn,Tm4,MeVP3,0.0,1.0
ol_vpn,Tm4,MeVP4,-1.1000034809112549,0.33286991715431213
ol_vpn,Tm4,MeVP48,2.3025851249694824,10.0
ol_vpn,Tm4,MeVP51,1.99135422706604,7.325447082519531
ol_vpn,Tm4,MeVP53,1.7637715339660645,5.834400653839111
ol_vpn,Tm4,MeVP58,2.3025851249694824,10.0
ol_vpn,Tm4,MeVP62,0.0,1.0
ol_vpn,Tm4,MeVPMe1,-0.364115446805954,0.6948109865188599
ol_vpn,Tm4,MeVPMe2,1.7236121892929077,5.604737281799316
ol_vpn,Tm4,MeVPaMe1,0.1245342418551445,1.1326208114624023
ol_vpn,Tm4,Nod3,1.3738698959350586,3.9506094455718994
ol_vpn,Tm4,Nod5,0.0,1.0
ol_vpn,Tm4,TmY14,0.0,1.0
ol_vpn,Tm9,LC4,2.215313196182251,9.164278984069824
ol_vpn,Tm9,LPLC4,-1.2915071249008179,0.27485623955726624
ol_vpn,Tm9,TmY14,0.0,1.0
vpn_dn,5thsLNv_LNd6,DNp27,0.0,1.0
vpn_dn,5thsLNv_LNd6,DNpe035,0.0,1.0
vpn_dn,AOTU045,DNp36,0.0,1.0
vpn_dn,AOTU045,DNp63,0.0,1.0
vpn_dn,H2,DNa02,1.2316974401474,3.42704176902771
vpn_dn,H2,DNa16,0.0,1.0
vpn_dn,H2,DNae003,0.0,1.0
vpn_dn,H2,DNb02,0.0,1.0
vpn_dn,H2,DNb03,0.0,1.0
vpn_dn,H2,DNg41,0.0,1.0
vpn_dn,H2,DNg46,0.8915352821350098,2.438871145248413
vpn_dn,H2,DNge006,-1.7135615348815918,0.1802227944135666
vpn_dn,H2,DNge026,2.3025851249694824,10.0
vpn_dn,H2,DNge086,0.0,1.0
vpn_dn,H2,DNge097,0.0,1.0
vpn_dn,H2,DNge107,0.0,1.0
vpn_dn,H2,DNp12,0.0,1.0
vpn_dn,H2,DNp15,1.8860629796981812,6.593359470367432
vpn_dn,H2,DNpe008,0.0,1.0
vpn_dn,H2,DNpe015,-1.829721450805664,0.1604582518339157
vpn_dn,HSE,DNa02,1.5394948720932007,4.662234783172607
vpn_dn,HSE,DNg41,0.0,1.0
vpn_dn,HSE,DNge086,0.0,1.0
vpn_dn,HSE,DNp15,0.6605989336967468,1.9359514713287354
vpn_dn,HSE,DNp18,2.3025851249694824,10.0
vpn_dn,HSN,DNa02,2.3025851249694824,10.0
vpn_dn,HSN,DNae002,0.0,1.0
vpn_dn,HSN,DNae010,0.0,1.0
vpn_dn,HSN,DNg71,0.0,1.0
vpn_dn,HSN,DNge026,2.2931859493255615,9.906449317932129
vpn_dn,HSN,DNge086,0.0,1.0
vpn_dn,HSN,DNp15,2.3025851249694824,10.0
vpn_dn,HSN,DNp18,-1.1485704183578491,0.3170897662639618
vpn_dn,HSS,DNa02,1.1000127792358398,3.004204511642456
vpn_dn,HSS,DNa03,0.0,1.0
vpn_dn,HSS,DNa16,0.0,1.0
vpn_dn,HSS,DNae002,0.0,1.0
vpn_dn,HSS,DNae010,0.0,1.0
vpn_dn,HSS,DNbe001,0.0,1.0
vpn_dn,HSS,DNg41,0.0,1.0
vpn_dn,HSS,DNge086,0.0,1.0
vpn_dn,HSS,DNp15,0.45446646213531494,1.5753326416015625
vpn_dn,HSS,DNp18,-1.2130883932113647,0.2972777485847473
vpn_dn,HST,DNa06,2.3025851249694824,10.0
vpn_dn,HST,DNb02,0.0,1.0
vpn_dn,HST,DNb03,0.0,1.0
vpn_dn,HST,DNg41,0.0,1.0
vpn_dn,HST,DNge006,-1.63991379737854,0.19399677217006683
vpn_dn,HST,DNge071,0.0,1.0
vpn_dn,HST,DNge086,0.0,1.0
vpn_dn,HST,DNp15,0.4972286820411682,1.6441584825515747
vpn_dn,HST,DNp17,0.0,1.0
vpn_dn,HST,DNp20,0.0,1.0
vpn_dn,HST,DNp72,0.0,1.0
vpn_dn,HST,DNpe008,0.0,1.0
vpn_dn,HST,DNpe015,0.0,1.0
vpn_dn,LC10a,DNa10,-0.8542499542236328,0.4256022870540619
vpn_dn,LC10a,DNa16,0.0,1.0
vpn_dn,LC10a,DNd05,-0.5348097085952759,0.5857807397842407
vpn_dn,LC10a,DNp09,-0.6884660720825195,0.5023460388183594
vpn_dn,LC10a,DNp11,-1.1257590055465698,0.32440614700317383
vpn_dn,LC10a,DNp63,0.0,1.0
vpn_dn,LC10a,pIP1,-1.0570467710494995,0.34748050570487976
vpn_dn,LC10c-1,DNa10,-0.7229746580123901,0.4853065013885498
vpn_dn,LC10c-1,DNae005,0.0,1.0
vpn_dn,LC10c-1,DNd05,1.4857428073883057,4.418246269226074
vpn_dn,LC10c-1,DNp09,-0.5447835922241211,0.5799672603607178
vpn_dn,LC10c-2,DNa10,-0.7425907850265503,0.475879430770874
vpn_dn,LC10c-2,DNa16,0.0,1.0
vpn_dn,LC10c-2,DNp09,-0.6533511281013489,0.5202992558479309
vpn_dn,LC10c-2,DNp63,0.0,1.0
vpn_dn,LC10d,DNa10,-0.860805869102478,0.4228212237358093
vpn_dn,LC10d,DNa16,0.0,1.0
vpn_dn,LC10d,DNae005,0.0,1.0
vpn_dn,LC10d,DNp09,-0.6869175434112549,0.5031245350837708
vpn_dn,LC10d,DNp10,-0.9346637725830078,0.3927178978919983
vpn_dn,LC10d,DNp63,0.0,1.0
vpn_dn,LC11,DNp35,0.0,1.0
vpn_dn,LC11,DNpe037,0.0,1.0
vpn_dn,LC11,DNpe052,0.0,1.0
vpn_dn,LC12,DNge054,0.0,1.0
vpn_dn,LC13,DNp57,0.0,1.0
vpn_dn,LC16,DNp43,0.0,1.0
vpn_dn,LC16,pIP1,-0.9324890971183777,0.3935728371143341
vpn_dn,LC17,DNp35,0.0,1.0
vpn_dn,LC18,DNp35,0.0,1.0
vpn_dn,LC18,DNpe040,0.0,1.0
vpn_dn,LC18,DNpe052,0.0,1.0
vpn_dn,LC19,DNa01,-5.364432126953034e-06,0.9999946355819702
vpn_dn,LC19,DNa02,0.4531082510948181,1.5731945037841797
vpn_dn,LC19,DNa09,0.0,1.0
vpn_dn,LC19,DNae002,0.0,1.0
vpn_dn,LC19,DNae007,0.0,1.0
vpn_dn,LC19,DNb01,2.3025851249694824,10.0
vpn_dn,LC19,DNb09,0.0,1.0
vpn_dn,LC19,DNbe006,0.0,1.0
vpn_dn,LC19,DNg01_c,0.0,1.0
vpn_dn,LC19,DNg13,0.604432225227356,1.8302127122879028
vpn_dn,LC19,DNg90,-0.46472933888435364,0.6283051371574402
vpn_dn,LC19,DNg97,-0.21633414924144745,0.8054661154747009
vpn_dn,LC19,DNge041,0.0,1.0
vpn_dn,LC19,DNge107,0.0,1.0
vpn_dn,LC19,DNp05,0.02000454068183899,1.0202059745788574
vpn_dn,LC19,DNp102,-1.8071904182434082,0.1641145795583725
vpn_dn,LC19,DNp18,2.3025851249694824,10.0
vpn_dn,LC19,DNp39,-0.0648016408085823,0.9372533559799194
vpn_dn,LC19,DNpe004,0.0,1.0
vpn_dn,LC19,DNpe013,-0.11295326054096222,0.8931924104690552
vpn_dn,LC19,DNpe016,0.0,1.0
vpn_dn,LC19,DNpe022,0.0,1.0
vpn_dn,LC19,DNpe055,0.0,1.0
vpn_dn,LC20b,DNb05,-0.10505521297454834,0.9002748131752014
vpn_dn,LC20b,DNbe007,-1.264281988143921,0.28244203329086304
vpn_dn,LC21,DNp35,0.0,1.0
vpn_dn,LC22,DNa10,-0.8469858169555664,0.4287051856517792
vpn_dn,LC22,DNae009,0.0,1.0
vpn_dn,LC22,DNbe001,0.0,1.0
vpn_dn,LC22,DNc01,0.0,1.0
vpn_dn,LC22,DNg01_b,0.0,1.0
vpn_dn,LC22,DNg82,0.0,1.0
vpn_dn,LC22,DNge054,-0.32878783345222473,0.7197957038879395
vpn_dn,LC22,DNp03,0.0,1.0
vpn_dn,LC22,DNp05,-0.6648359298706055,0.5143579244613647
vpn_dn,LC22,DNp26,-0.56651771068573,0.5674982070922852
vpn_dn,LC22,DNp31,-0.6669223308563232,0.5132858753204346
vpn_dn,LC22,DNp42,0.0,1.0
vpn_dn,LC22,DNp57,0.0,1.0
vpn_dn,LC22,DNpe021,0.0,1.0
vpn_dn,LC22,DNpe037,0.0,1.0
vpn_dn,LC22,DNpe056,0.0,1.0
vpn_dn,LC23,DNa10,-1.0083831548690796,0.3648083508014679
vpn_dn,LC23,DNa16,0.0,1.0
vpn_dn,LC23,DNb05,-1.5337778329849243,0.21571917831897736
vpn_dn,LC23,DNbe001,0.0,1.0
vpn_dn,LC23,DNg01_b,0.0,1.0
vpn_dn,LC23,DNg04,0.0,1.0
vpn_dn,LC23,DNg82,0.0,1.0
vpn_dn,LC23,DNge054,-0.7022688984870911,0.4954598844051361
vpn_dn,LC23,DNp02,0.08000499755144119,1.0832924842834473
vpn_dn,LC23,DNp03,0.0,1.0
vpn_dn,LC23,DNp05,-0.7103526592254639,0.4914708435535431
vpn_dn,LC23,DNp06,-0.6674966216087341,0.512991189956665
vpn_dn,LC23,DNp10,-0.9012880921363831,0.4060463011264801
vpn_dn,LC23,DNp103,0.0,1.0
vpn_dn,LC23,DNp12,0.0,1.0
vpn_dn,LC23,DNp18,-0.13106735050678253,0.8771587014198303
vpn_dn,LC23,DNp26,-0.5898346900939941,0.5544189214706421
vpn_dn,LC23,DNp31,-0.6796826124191284,0.506777822971344
vpn_dn,LC23,DNp35,0.0,1.0
vpn_dn,LC23,DNp42,0.0,1.0
vpn_dn,LC23,DNp57,0.0,1.0
vpn_dn,LC23,DNpe005,0.0,1.0
vpn_dn,LC29,DNae007,0.0,1.0
vpn_dn,LC29,DNp102,-0.7547518014907837,0.47012728452682495
vpn_dn,LC29,DNp42,0.0,1.0
vpn_dn,LC29,DNpe028,0.0,1.0
vpn_dn,LC29,DNpe037,0.0,1.0
vpn_dn,LC30,DNp32,0.0,1.0
vpn_dn,LC31a,DNa11,2.3025851249694824,10.0
vpn_dn,LC31a,DNg40,0.0,1.0
vpn_dn,LC31a,DNge032,-0.3962278962135315,0.6728533506393433
vpn_dn,LC31a,DNp06,-1.0644384622573853,0.3449214994907379
vpn_dn,LC31a,DNp09,-0.7200692296028137,0.4867185652256012
vpn_dn,LC31a,DNp103,0.0,1.0
vpn_dn,LC31a,DNp11,-0.9934252500534058,0.370306134223938
vpn_dn,LC31a,DNp35,0.0,1.0
vpn_dn,LC31a,DNp43,0.0,1.0
vpn_dn,LC31a,DNp64,0.0,1.0
vpn_dn,LC31a,DNp69,0.0,1.0
vpn_dn,LC31a,DNp71,1.4146194458007812,4.114920139312744
vpn_dn,LC31a,DNpe024,0.3620006740093231,1.4361999034881592
vpn_dn,LC31a,DNpe030,0.0,1.0
vpn_dn,LC31a,DNpe031,0.0,1.0
vpn_dn,LC31a,DNpe039,0.0,1.0
vpn_dn,LC31a,DNpe040,0.0,1.0
vpn_dn,LC31a,DNpe042,0.0,1.0
vpn_dn,LC31b,DNa02,-0.42841118574142456,0.6515434384346008
vpn_dn,LC31b,DNae001,-1.1431033611297607,0.3188280463218689
vpn_dn,LC31b,DNge103,0.0,1.0
vpn_dn,LC31b,DNp06,-0.7275189757347107,0.4831061065196991
vpn_dn,LC31b,DNp09,-0.707757830619812,0.49274778366088867
vpn_dn,LC31b,DNp103,0.0,1.0
vpn_dn,LC31b,DNp34,-1.3913569450378418,0.24873755872249603
vpn_dn,LC31b,DNp35,0.0,1.0
vpn_dn,LC31b,DNp46,-0.2474590241909027,0.7807822227478027
vpn_dn,LC31b,DNp55,0.0,1.0
vpn_dn,LC31b,DNp71,-0.1921946108341217,0.8251462578773499
vpn_dn,LC31b,DNpe024,0.1887451857328415,1.207733154296875
vpn_dn,LC31b,DNpe031,0.0,1.0
vpn_dn,LC31b,DNpe042,0.0,1.0
vpn_dn,LC31b,DNpe050,0.0,1.0
vpn_dn,LC31b,DNpe056,0.0,1.0
vpn_dn,LC33,CB0429,0.0,1.0
vpn_dn,LC33,DNa02,-0.8279894590377808,0.43692687153816223
vpn_dn,LC33,DNa03,0.0,1.0
vpn_dn,LC33,DNa06,-1.432906985282898,0.2386142760515213
vpn_dn,LC33,DNa11,0.25342172384262085,1.2884265184402466
vpn_dn,LC33,DNa13,2.0052547454833984,7.427985668182373
vpn_dn,LC33,DNae010,0.0,1.0
vpn_dn,LC33,DNb01,-0.8561357259750366,0.42480045557022095
vpn_dn,LC33,DNb09,0.0,1.0
vpn_dn,LC33,DNg111,0.0,1.0
vpn_dn,LC33,DNp63,0.0,1.0
vpn_dn,LC33,DNpe016,0.0,1.0
vpn_dn,LC33,DNpe023,0.0,1.0
vpn_dn,LC33,MDN,0.0,1.0
vpn_dn,LC35a,DNbe001,0.0,1.0
vpn_dn,LC35a,DNg02_a,0.0,1.0
vpn_dn,LC35a,DNp08,2.3025851249694824,10.0
vpn_dn,LC35a,DNp10,-0.4396311640739441,0.6442739963531494
vpn_dn,LC35a,DNp26,-0.537608802318573,0.5841434001922607
vpn_dn,LC35a,DNp31,-0.7438367605209351,0.4752868413925171
vpn_dn,LC35a,DNp54,0.0,1.0
vpn_dn,LC35a,DNpe037,0.0,1.0
vpn_dn,LC35b,DNb05,-1.6895484924316406,0.18460284173488617
vpn_dn,LC35b,DNb09,0.0,1.0
vpn_dn,LC35b,DNbe001,0.0,1.0
vpn_dn,LC35b,DNbe007,2.3025851249694824,10.0
vpn_dn,LC35b,DNg01_b,0.0,1.0
vpn_dn,LC35b,DNg82,0.0,1.0
vpn_dn,LC35b,DNp10,-0.963533341884613,0.3815423846244812
vpn_dn,LC35b,DNp19,-0.09173250943422318,0.9123491644859314
vpn_dn,LC35b,DNp26,-0.3355585038661957,0.7149387001991272
vpn_dn,LC35b,DNp31,-0.8579711318016052,0.42402148246765137
vpn_dn,LC35b,DNp57,0.0,1.0
vpn_dn,LC35b,DNpe037,0.0,1.0
vpn_dn,LC36,DNb04,0.0,1.0
vpn_dn,LC36,DNbe001,0.0,1.0
vpn_dn,LC36,DNd05,-0.5590136647224426,0.5717727541923523
